,SYMBOL
1258,IOLCP
1259,UJJIVAN
1260,SPANDANA
1261,ASIANTILES
1262,SAGCEM
1263,MCL
1264,DEN
1265,FINPIPE
1266,UTISXN50
1267,PATINTLOG
1268,KOTAKGOLD
1269,UTINEXT50
1270,VAIBHAVGBL
1271,HDFCSENETF
1272,HDFCNIFETF
1273,HDFCMFGETF
1274,GOLDSHARE
1275,INVENTURE
1276,UTIBANKETF
1277,VALIANTORG
1278,NIPPOBATRY
1279,CESC
1280,VISHWARAJ
1281,IRCTC
1282,ICICI500
